type,text
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
ham,"Height of Oh no....!! situation: A guy throws a luv letter on a gal but falls on her brother,.;-):-D"
ham,Yup song bro. No creative. Neva test quality. He said check review online.
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,Fine am simply sitting.
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
ham,Company is very good.environment is terrific and food is really nice:)
ham,K..k:)where are you?how did you performed?
ham,"Did you say bold, then torch later. Or one torch and 2bold?"
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,You could have seen me..i did't recognise you Face.:)
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,India have to take lead:)
ham,Carlos'll be here in a minute if you still need to buy
ham,"Hello, As per request from  #  Rs.5 has been transfered to you"
ham,If you hear a loud scream in about # minutes its cause my Gyno will be shoving things up me that don't belong :/
ham,Ok...
ham,"Sorry, I'll call later"
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,There the size of elephant tablets!!
ham,"Yeah I am, so I'll leave maybe 7ish?"
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
ham,Good Morning my Dear........... Have a great & successful day.
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
ham,Ok...
ham,Just curious because my cuz asked what I was up to
ham,Then we gotta do it after that
ham,Dont you have message offer
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
ham,He needs to stop going to bed and make with the dealing
ham,Pls she needs to dat slowly or she will vomit more.
ham,Meet after lunch la...
ham,Your account has been refilled successfully by INR  DECIMAL . Your KeralaCircle prepaid account balance is Rs  DECIMAL . Your Transaction ID is KR # .
ham,Nothing spl..wat abt u and whr ru?
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
ham,say thanks2. 
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,Yup i've finished c u there...
ham,K come to nordstrom when you're done
ham,Dad went out oredi... 
ham,"This is one of the days you have a billion classes, right?"
ham,Good Morning plz call me sir
ham,"Yeah there's barely enough room for the two of us, x has too many shoes. Sorry man, see you later"
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
ham,Yo! Howz u? girls never rang after india. L
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
ham,Wat time do u wan 2 meet me later?
ham,I think just yourself ...Thanks and see you tomo
ham,I sent them. Do you like?
ham,Ok... Help me ask if she's working tmr a not?
ham,No problem. Talk to you later
ham,How dare you change my ring
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
ham,Jus ans me lar. U'll noe later.
ham,"Alright we'll bring it to you, see you in like  #  mins"
ham,"I don't think I can get away for a trek that long with family in town, sorry"
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
ham,"Oh, then your phone phoned me but it disconnected"
ham,"see you then, we're all christmassy here!"
ham,"Actually, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,It is only yesterday true true.
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
ham,Ho ho - big belly laugh! See ya tomo
ham,You'd like that wouldn't you? Jerk!
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. # "
ham,"My planning usually stops at find hella weed, smoke hella weed"
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
ham,Did you stitch his trouser
ham,"Short But Cute :  Be a good person , but dont try to prove ..... Gud mrng..."
ham,7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship... good morning dear
ham,Black shirt n blue jeans... I thk i c u...
ham,Yes. Last  practice
ham,Okay... I booked all already... Including the one at bugis.
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  #  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
ham,"Didn't try, g and I decided not to head out"
ham,I cant pick the phone right now. Pls send a message
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
ham,Much better now thanks lol
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  #  sent msg i wil explain u later."
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes & fills those gaps by holding your hand with LOVE..!"
ham,Can not use foreign stamps in this country.
ham,"Erm ... ill pick you up at about 6.45pm. That'll give enough time to get there, park and that."
ham,"I got like $ # , I can get some more later though. Get whatever you feel like"
ham,Hey mr whats the name of that bill brison book the one about language and words 
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
ham,Huh y lei...
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,I wait 4 u inside da car park...
ham,Can i get your opinion on something first?
ham,Will you come online today night
ham,Be sure to check your yahoo email. We sent photos yesterday
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  EMAIL ,kerala"
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
ham,Ok.
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
ham,get ready to moan and scream :)
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
spam,Call FREEPHONE 0800 542 0578 now!
ham,Only once then after ill obey all yours.
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
ham,But i dint slept in afternoon.
ham,Yup...
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
ham,Hi happy birthday. Hi hi hi hi hi hi hi
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
ham,I am on the way to ur home
ham,Convey my regards to him
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
ham,"K, jason says he's gonna be around so I'll be up there around  #"
ham,First answer my question.
ham,"Sorry, I'll call later"
ham,I absolutely LOVE South Park! I only recently started watching the office.
ham,"It's cool, let me know before it kicks off around  # , I'll be out and about all day"
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
ham,Oh sorry please its over
ham,"Vikky, come around  TIME .."
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,Poor girl can't go one day lmao
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
ham,No. But we'll do medical missions to nigeria
ham,I've reached home n i bathe liao... U can call me now...
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
